"quad","year","species","seedling","x","y"
"Q2",2008,"Viola nuttallii","N",0.070393103728602,0.531592746652193
"Q2",2008,"Erigeron corymbosus","N",0.475167629023839,0.540812380785377
"Q2",2008,"Astragalus filipes/miser","N",0.535322708346461,0.56954640313977
"Q2",2008,"Crepis acuminata","N",0.141293300456865,0.574929317502643
"Q2",2008,"Crepis acuminata","N",0.406161510326927,0.576539412412996
"Q2",2008,"Astragalus filipes/miser","N",0.943236451321791,0.577073501965136
"Q2",2008,"Calochortus macrocarpus","N",0.309974144328425,0.579610511873802
"Q2",2008,"Lithospermum ruderale","N",0.122308481336405,0.58061406543039
"Q2",2008,"Erigeron corymbosus","N",0.44770464547916,0.602146385822094
"Q2",2008,"Erigeron corymbosus","N",0.788408361665912,0.60320073661641
"Q2",2008,"Erigeron corymbosus","N",0.515894168658312,0.603658903941645
"Q2",2008,"Erigeron corymbosus","N",0.9712990442682,0.604168420213241
"Q2",2008,"Viola nuttallii","N",0.266831236556416,0.605136090462283
"Q2",2008,"Viola nuttallii","N",0.237800973360965,0.611909817799677
"Q2",2008,"Erigeron corymbosus","N",0.524924909323184,0.614078980425664
"Q2",2008,"Viola nuttallii","N",0.273604972792337,0.617715870438768
"Q2",2008,"Viola nuttallii","N",0.158451581361049,0.618683549586335
"Q2",2008,"Crepis acuminata","N",0.492299645927471,0.624489606674689
"Q2",2008,"Erigeron corymbosus","N",0.815503275464754,0.624489606674689
"Q2",2008,"Erigeron corymbosus","N",0.966460666327415,0.628360301018643
"Q2",2008,"Erigeron corymbosus","N",0.384852204802862,0.632267012148041
"Q2",2008,"Erigeron corymbosus","N",0.534877372696237,0.644810784237609
"Q2",2008,"Erigeron corymbosus","N",0.547457152672722,0.648681487480091
"Q2",2008,"Erigeron corymbosus","N",0.645797855268079,0.649507261827792
"Q2",2008,"Erigeron corymbosus","N",0.362269684779389,0.658392551630044
"Q2",2008,"Erigeron corymbosus","N",0.407847723231766,0.659437643507682
"Q2",2008,"Crepis acuminata","N",0.484558239442509,0.660293597207534
"Q2",2008,"Astragalus filipes/miser","N",0.427465387749911,0.668035003692496
"Q2",2008,"Erigeron corymbosus","N",0.629820395464106,0.668263402168584
"Q2",2008,"Astragalus filipes/miser","N",0.398435111206671,0.678679434272372
"Q2",2008,"Erigeron corymbosus","N",0.975169747510681,0.710612721562737
"Q2",2008,"Astragalus filipes/miser","N",0.700349888482729,0.728030888378534
"Q2",2008,"Viola nuttallii","N",0.740992261405623,0.733836941017624
"Q2",2008,"Viola nuttallii","N",0.72938015167818,0.739642998105977
"Q2",2008,"Erigeron corymbosus","N",0.467961793695656,0.740509309690512
"Q2",2008,"Viola nuttallii","N",0.404241168295024,0.742546017751627
"Q2",2008,"Erigeron corymbosus","N",0.843565872860427,0.7444813715975
"Q2",2008,"Erigeron corymbosus","N",0.659707511110571,0.751255098934894
"Q2",2008,"Crepis acuminata","N",0.718535744515411,0.758469089762487
"Q2",2008,"Viola nuttallii","N",0.942268776623486,0.760931854816466
"Q2",2008,"Crepis acuminata","N",0.737859971228302,0.763604340339702
"Q2",2008,"Viola nuttallii","N",0.890981973120716,0.76770558215386
"Q2",2008,"Erigeron corymbosus","N",0.473519168117084,0.773853565117605
"Q2",2008,"Erigeron corymbosus","N",0.753572041382108,0.781253041277913
"Q2",2008,"Erigeron corymbosus","N",0.784537658423431,0.781253041277913
"Q2",2008,"Erigeron corymbosus","N",0.421175486638511,0.790929801608747
"Q2",2008,"Erigeron corymbosus","N",0.549933105342767,0.794693731433432
"Q2",2008,"Crepis acuminata","N",0.705188270872778,0.794800495952702
"Q2",2008,"Erigeron corymbosus","N",0.4340796935383,0.797974213219493
"Q2",2008,"Erigeron corymbosus","N",0.455391584084271,0.805704661169243
"Q2",2008,"Balsamorhiza sagittata","N",0.112003151349801,0.812218658319236
"Q2",2008,"Erigeron corymbosus","N",0.934527370138524,0.815121682414149
"Q2",2008,"Erigeron corymbosus","N",0.847920411227429,0.817057036260022
"Q2",2008,"Erigeron corymbosus","N",0.466604683889723,0.835188691368643
"Q2",2008,"Erigeron corymbosus","N",0.40059218963386,0.839360240439574
"Q2",2008,"Erigeron corymbosus","N",0.4487542444604,0.875117567100187
"Q2",2008,"Viola nuttallii","N",0.521329909122922,0.88672967682763
"Q2",2008,"Tragopogon dubius","N",0.568892541416784,0.905767411035091
"Q2",2008,"Antennaria rosea","N",0.724155346331675,0.910940275683231
"Q2",2008,"Arabis holboellii","N",0.51643809108208,0.916484213329855
"Q2",2008,"Antennaria rosea","N",0.875499160150791,0.919630643265562
"Q2",2008,"Viola nuttallii","N",0.282314049526341,0.93221042769131
"Q2",2008,"Calochortus macrocarpus","N",0.017170950829223,0.955434647146197
"Q2",2008,"Erigeron corymbosus","N",0.782118473902301,0.970917451217596
"Q2",2008,"Viola nuttallii","N",0.743895285500537,0.976723503856686
"Q2",2008,"Viola nuttallii","N",0.80098814609166,0.985432580590689
"Q2",2008,"Viola nuttallii","N",0.99645860422117,0.985432580590689
"Q2",2008,"Calochortus macrocarpus","N",0.663595403424094,0.35976829019264
"Q2",2009,"Artemisia tripartita","N",0.284669049406915,0.00328707237367
"Q2",2009,"Erigeron corymbosus","N",0.917254988310167,0.003583549025676
"Q2",2009,"Erigeron corymbosus","N",0.739098286137406,0.015606392483591
"Q2",2009,"Erigeron corymbosus","N",0.105780145340394,0.01768306382659
"Q2",2009,"Erigeron corymbosus","N",0.243708567514432,0.019962879627866
"Q2",2009,"Erigeron corymbosus","N",0.169044832496644,0.025092448496
"Q2",2009,"Erigeron corymbosus","N",0.639636573886769,0.026536252194998
"Q2",2009,"Erigeron corymbosus","N",0.04479526063763,0.03364172994289
"Q2",2009,"Erigeron corymbosus","N",0.791561612752155,0.040198582395834
"Q2",2009,"Artemisia tripartita","N",0.67340889292442,0.042379339801668
"Q2",2009,"Erigeron corymbosus","N",0.808502894192519,0.044024027733247
"Q2",2009,"Astragalus filipes/miser","N",0.125158510687661,0.046750629644543
"Q2",2009,"Artemisia tripartita","N",0.891260630903766,0.048729346009369
"Q2",2009,"Erigeron corymbosus","N",0.553837174039916,0.052767915502372
"Q2",2009,"Erigeron pumilus","N",0.045352949081677,0.059048121669303
"Q2",2009,"Erigeron corymbosus","N",0.871896076069411,0.06479076340955
"Q2",2009,"Crepis acuminata","N",0.941531565289465,0.065662716659798
"Q2",2009,"Erigeron corymbosus","N",0.237439088521029,0.066698954503708
"Q2",2009,"Artemisia tripartita","N",0.14278595749566,0.070755957294066
"Q2",2009,"Erigeron corymbosus","N",0.078422431362556,0.076958087790713
"Q2",2009,"Erigeron corymbosus","N",0.697018334034704,0.077906590613974
"Q2",2009,"Erigeron pumilus","N",0.268216501729833,0.084937427522758
"Q2",2009,"Erigeron corymbosus","N",0.046505112477745,0.088927090714885
"Q2",2009,"Erigeron corymbosus","N",0.390186271135361,0.089497041328257
"Q2",2009,"Erigeron corymbosus","N",0.635264630002207,0.093754888307829
"Q2",2009,"Crepis acuminata","N",0.563451724772966,0.095766511423134
"Q2",2009,"Crepis acuminata","N",0.592519286141656,0.095766511423134
"Q2",2009,"Erigeron corymbosus","N",0.524326559493015,0.098673321841014
"Q2",2009,"Erigeron corymbosus","N",0.777352792902696,0.111789153494701
"Q2",2009,"Erigeron corymbosus","N",0.372517744280419,0.113435024930286
"Q2",2009,"Erigeron corymbosus","N",0.431222822080434,0.119134548861055
"Q2",2009,"Erigeron corymbosus","N",0.540721346835492,0.122172519108221
"Q2",2009,"Erigeron corymbosus","N",0.3195121993097,0.122554261439811
"Q2",2009,"Artemisia tripartita","N",0.516444520697455,0.128104512590888
"Q2",2009,"Erigeron corymbosus","N",0.071013060040935,0.139652833232118
"Q2",2009,"Erigeron corymbosus","N",0.805770428152351,0.146764700121938
"Q2",2009,"Erigeron corymbosus","N",0.977369214498268,0.152229627753009
"Q2",2009,"Astragalus filipes/miser","N",0.459720432835752,0.15960115364202
"Q2",2009,"Erigeron corymbosus","N",0.393714745952555,0.162066503717906
"Q2",2009,"Erigeron corymbosus","N",0.313242720316297,0.163020870670039
"Q2",2009,"Artemisia tripartita","N",0.502180325318456,0.182411244578629
"Q2",2009,"Erigeron corymbosus","N",0.609032966694832,0.187751677376658
"Q2",2009,"Erigeron corymbosus","N",0.441259630135592,0.189937644869676
"Q2",2009,"Erigeron corymbosus","N",0.560941588413909,0.193216605007729
"Q2",2009,"Erigeron corymbosus","N",0.177024158880899,0.202347565325734
"Q2",2009,"Crepis acuminata","N",0.621016887998448,0.204627376677746
"Q2",2009,"Erigeron corymbosus","N",0.530337981221972,0.210157886448093
"Q2",2009,"Erigeron corymbosus","N",0.287594880424889,0.216596370703393
"Q2",2009,"Erigeron corymbosus","N",0.380497084012464,0.230845176081052
"Q2",2009,"Erigeron corymbosus","N",0.225470090046119,0.241674268879955
"Q2",2009,"Erigeron corymbosus","N",0.3400304792315,0.247373783912197
"Q2",2009,"Erigeron corymbosus","N",0.676872199383814,0.252503357229594
"Q2",2009,"Erigeron corymbosus","N",0.371947802565574,0.253643262905601
"Q2",2009,"Artemisia tripartita","N",0.548591457156465,0.256096955911955
"Q2",2009,"Erigeron corymbosus","N",0.251687893898688,0.275871394667515
"Q2",2009,"Erigeron corymbosus","N",0.724748184384926,0.280431012922278
"Q2",2009,"Erigeron corymbosus","N",0.565731527226453,0.296389674589315
"Q2",2009,"Erigeron corymbosus","N",0.575990669411984,0.309498574290967
"Q2",2009,"Phlox longifolia","N",0.781743396997036,0.322037518929985
"Q2",2009,"Erigeron corymbosus","N",0.429512965791056,0.32260747399262
"Q2",2009,"Erigeron corymbosus","N",0.324071817564463,0.330016845314241
"Q2",2009,"Erigeron corymbosus","N",0.537233925369661,0.33115675543951
"Q2",2009,"Balsamorhiza sagittata","N",0.865496776474938,0.331503357490504
"Q2",2009,"Viola nuttallii","N",0.625576501803947,0.334576463569003
"Q2",2009,"Viola nuttallii","N",0.412984353510647,0.3602243168082
"Q2",2009,"Erigeron corymbosus","N",0.89516388050641,0.374473122185859
"Q2",2009,"Erigeron corymbosus","N",0.56117190897169,0.381882497956743
"Q2",2009,"Penstemon humilis","N",0.960708379014673,0.394421442595761
"Q2",2009,"Calochortus macrocarpus","N",0.647804642464388,0.39784115962378
"Q2",2009,"Calochortus macrocarpus","N",0.016297649882312,0.402400777878542
"Q2",2009,"Erigeron corymbosus","N",0.770914308647396,0.405250535394663
"Q2",2009,"Erigeron corymbosus","N",0.559462057131575,0.412089965001439
"Q2",2009,"Lupinus argenteus","N",0.265936699276347,0.424058959027085
"Q2",2009,"Erigeron corymbosus","N",0.558322151455569,0.426908716543206
"Q2",2009,"Erigeron corymbosus","N",0.647234691851016,0.436027948603468
"Q2",2009,"Viola nuttallii","N",0.417543971765409,0.441727472534237
"Q2",2009,"Viola nuttallii","N",0.135987603486564,0.448566902141012
"Q2",2009,"Viola nuttallii","N",0.852417464373433,0.46110584678003
"Q2",2009,"Viola nuttallii","N",0.260237175345578,0.475924607220324
"Q2",2009,"Erigeron corymbosus","N",0.885474693383513,0.475924607220324
"Q2",2009,"Erigeron corymbosus","N",0.395885786167603,0.506702020429128
"Q2",2009,"Crepis acuminata","N",0.664333254744797,0.523230628260274
"Q2",2009,"Viola nuttallii","N",0.569721199317107,0.523800583322909
"Q2",2009,"Erigeron corymbosus","N",0.394175934327489,0.526650349737556
"Q2",2009,"Crepis acuminata","N",0.062463778594045,0.530640012929684
"Q2",2009,"Viola nuttallii","N",0.24028884603715,0.539189294376574
"Q2",2009,"Viola nuttallii","N",0.849567706857312,0.542609002506067
"Q2",2009,"Erigeron corymbosus","N",0.328631431369962,0.562557331814495
"Q2",2009,"Crepis acuminata","N",0.112049610986008,0.579655894708276
"Q2",2009,"Viola nuttallii","N",0.758945310172486,0.583075607287032
"Q2",2009,"Calochortus macrocarpus","N",0.302983591478555,0.611003262979715
"Q2",2009,"Crepis acuminata","N",0.119458995655418,0.612143168655721
"Q2",2009,"Astragalus filipes/miser","N",0.473399283150776,0.613283074331728
"Q2",2009,"Erigeron corymbosus","N",0.990345886547471,0.622972261454624
"Q2",2009,"Erigeron corymbosus","N",0.818790284749981,0.632091497964149
"Q2",2009,"Viola nuttallii","N",0.955008855083904,0.636081161156277
"Q2",2009,"Erigeron corymbosus","N",0.522985119992002,0.63950086928577
"Q2",2009,"Viola nuttallii","N",0.169044832496644,0.648620105795295
"Q2",2009,"Erigeron corymbosus","N",0.992625697899484,0.649760011471301
"Q2",2009,"Erigeron corymbosus","N",0.287594880424889,0.66400881684896
"Q2",2009,"Erigeron corymbosus","N",0.668322917936924,0.675407855811972
"Q2",2009,"Erigeron corymbosus","N",0.513295932869105,0.677687667163984
"Q2",2009,"Erigeron corymbosus","N",0.680861862575942,0.702195605828648
"Q2",2009,"Astragalus filipes/miser","N",0.410704542158634,0.707325174696783
"Q2",2009,"Viola nuttallii","N",0.036815934253375,0.738102596804114
"Q2",2009,"Erigeron corymbosus","N",0.866666269751092,0.748361730091119
"Q2",2009,"Erigeron corymbosus","N",0.458580527159745,0.749501635767125
"Q2",2009,"Erigeron corymbosus","N",0.529824545149514,0.752351393283246
"Q2",2009,"Viola nuttallii","N",0.382206931403316,0.754631209084522
"Q2",2009,"Viola nuttallii","N",0.960708379014673,0.770589870751559
"Q2",2009,"Erigeron corymbosus","N",0.761225121524499,0.776859340846437
"Q2",2009,"Crepis acuminata","N",0.718478705391522,0.791108146224096
"Q2",2009,"Erigeron corymbosus","N",0.550912775684685,0.805356951601755
"Q2",2009,"Erigeron corymbosus","N",0.462000239738501,0.822455510046272
"Q2",2009,"Antennaria rosea","N",0.761795076587134,0.843543745030706
"Q2",2009,"Balsamorhiza sagittata","N",0.128578232164943,0.846963457609462
"Q2",2009,"Erigeron corymbosus","N",0.389046361010091,0.860072357311115
"Q2",2009,"Antennaria rosea","N",0.946459573637014,0.864631971116614
"Q2",2009,"Erigeron corymbosus","N",0.874645596135347,0.88401034981167
"Q2",2009,"Viola nuttallii","N",0.452881003228976,0.884580300425042
"Q2",2009,"Antennaria rosea","N",0.839878519734415,0.893129581871932
"Q2",2009,"Antennaria rosea","N",0.894023974830404,0.904528620834944
"Q2",2009,"Erigeron corymbosus","N",0.96697784910955,0.910798099828347
"Q2",2009,"Viola nuttallii","N",0.865526364075085,0.919917331888609
"Q2",2009,"Viola nuttallii","N",0.753815745753615,0.927326707659493
"Q2",2009,"Antennaria rosea","N",0.947599474863757,0.931316379750147
"Q2",2009,"Erigeron corymbosus","N",0.909982636497441,0.933026231590262
"Q2",2009,"Antennaria rosea","N",0.842728277250536,0.934736092328903
"Q2",2009,"Erigeron corymbosus","N",0.826199669419391,0.935875998004909
"Q2",2009,"Erigeron corymbosus","N",0.484228371500416,0.953544511512061
"Q2",2009,"Erigeron corymbosus","N",0.51842550173724,0.959244026544304
"Q2",2009,"Antennaria rosea","N",0.895733831119782,0.96152384234558
"Q2",2009,"Erigeron corymbosus","N",0.390756221748732,0.965513505537708
"Q2",2009,"Calochortus macrocarpus","N",0.574280817571869,0.96779331688972
"Q2",2009,"Viola nuttallii","N",0.993195644063593,0.96779331688972
"Q2",2009,"Antennaria rosea","N",0.907702825145428,0.969503168729835
"Q2",2009,"Antennaria rosea","N",0.838168658995774,0.978052450176725
"Q2",2009,"Viola nuttallii","N",0.284175167846133,0.980902216591373
"Q2",2010,"Erigeron corymbosus","N",0.998797743604398,0.610062758793153
"Q2",2010,"Erigeron corymbosus","N",0.998797743604398,0.650486962096011
"Q2",2010,"Antennaria rosea","N",0.986526110697241,0.885091697596465
"Q2",2010,"Erigeron corymbosus","N",0.983638663472721,0.12569421210983
"Q2",2010,"Viola nuttallii","N",0.971367030565564,0.775368863238182
"Q2",2010,"Astragalus lentiginosus","N",0.963426564045924,0.094654203388136
"Q2",2010,"Viola nuttallii","N",0.962704702239794,0.636049743770464
"Q2",2010,"Erigeron corymbosus","N",0.961982844882927,0.851886103456381
"Q2",2010,"Antennaria rosea","N",0.959817259464537,0.954390324202627
"Q2",2010,"Penstemon humilis","N",0.954764235720154,0.368961275936055
"Q2",2010,"Erigeron corymbosus","N",0.951876788495634,0.92479403464393
"Q2",2010,"Crepis acuminata","N",0.945380050037517,0.044123952596511
"Q2",2010,"Erigeron corymbosus","N",0.923724226998459,0.939953110326344
"Q2",2010,"Erigeron corymbosus","N",0.920114922417073,0.520552032760193
"Q2",2010,"Artemisia tripartita","N",0.919393065060206,0.02535557233271
"Q2",2010,"Erigeron corymbosus","N",0.919393065060206,0.471465501131565
"Q2",2010,"Viola nuttallii","N",0.919393065060206,0.793415386145115
"Q2",2010,"Erigeron corymbosus","N",0.914340032417296,0.859104703720628
"Q2",2010,"Erigeron corymbosus","N",0.902068399510139,0.883647969534942
"Q2",2010,"Erigeron corymbosus","N",0.896293518408888,0.365351971354668
"Q2",2010,"Erigeron corymbosus","N",0.893406071184369,0.840336332355353
"Q2",2010,"Astragalus lentiginosus","N",0.884021885501731,0.939231252969477
"Q2",2010,"Erigeron corymbosus","N",0.881856304532605,0.047733257177897
"Q2",2010,"Erigeron corymbosus","N",0.881134438277212,0.253463564925784
"Q2",2010,"Viola nuttallii","N",0.877525142594351,0.295331487391639
"Q2",2010,"Balsamorhiza sagittata","N",0.874637695369831,0.319874753205953
"Q2",2010,"Erigeron corymbosus","N",0.872472109951441,0.150959335281011
"Q2",2010,"Erigeron corymbosus","N",0.872472109951441,0.193549119552996
"Q2",2010,"Erigeron corymbosus","N",0.872472109951441,0.753713040199124
"Q2",2010,"Viola nuttallii","N",0.871028390788444,0.963052652528398
"Q2",2010,"Viola nuttallii","N",0.863809781625671,0.444756649898861
"Q2",2010,"Astragalus lentiginosus","N",0.863087924268804,0.179111905676712
"Q2",2010,"Antennaria rosea","N",0.854425595943034,0.9522247432335
"Q2",2010,"Erigeron corymbosus","N",0.853703734136904,0.850442375394857
"Q2",2010,"Phlox longifolia","N",0.84720698678026,0.276563102678575
"Q2",2010,"Viola nuttallii","N",0.845041405811134,0.551592041481887
"Q2",2010,"Erigeron corymbosus","N",0.834935353873103,0.623778110863306
"Q2",2010,"Erigeron corymbosus","N",0.833491634710106,0.932012643806703
"Q2",2010,"Erigeron corymbosus","N",0.825551163741203,0.638937190994983
"Q2",2010,"Erigeron corymbosus","N",0.819776282639953,0.23469518021272
"Q2",2010,"Erigeron corymbosus","N",0.819054420833823,0.026799300394233
"Q2",2010,"Erigeron corymbosus","N",0.810392092508052,0.951502876978107
"Q2",2010,"Erigeron corymbosus","N",0.803895345151409,0.799190267246366
"Q2",2010,"Phlox longifolia","N",0.797398593345502,0.296053344748506
"Q2",2010,"Erigeron corymbosus","N",0.795954874182505,0.022468134006716
"Q2",2010,"Erigeron corymbosus","N",0.790179993081255,0.784031191563952
"Q2",2010,"Erigeron corymbosus","N",0.788014407662865,0.092488617969746
"Q2",2010,"Erigeron corymbosus","N",0.788014407662865,0.188496095808612
"Q2",2010,"Erigeron corymbosus","N",0.788014407662865,0.396391984525626
"Q2",2010,"Antennaria rosea","N",0.781517664755485,0.846833070813471
"Q2",2010,"Viola nuttallii","N",0.771411608368191,0.561698088970654
"Q2",2010,"Antennaria rosea","N",0.769967893654458,0.818680509316296
"Q2",2010,"Erigeron corymbosus","N",0.765636727266941,0.789806081563728
"Q2",2010,"Viola nuttallii","N",0.755530670879647,0.476518524875948
"Q2",2010,"Viola nuttallii","N",0.745424627840144,0.669977195267415
"Q2",2010,"Crepis acuminata","N",0.73170927576999,0.782587472400955
"Q2",2010,"Erigeron corymbosus","N",0.702112986211292,0.080938846868719
"Q2",2010,"Erigeron corymbosus","N",0.695616234405385,0.695964180244726
"Q2",2010,"Artemisia tripartita","N",0.687675767885745,0.047733257177897
"Q2",2010,"Erigeron corymbosus","N",0.670351111234204,0.43609432157309
"Q2",2010,"Erigeron corymbosus","N",0.666741806652818,0.766706534912411
"Q2",2010,"Erigeron corymbosus","N",0.662410640265301,0.680083251654708
"Q2",2010,"Erigeron corymbosus","N",0.658079478327047,0.525605056504576
"Q2",2010,"Erigeron corymbosus","N",0.657357616520917,0.662036728747774
"Q2",2010,"Erigeron corymbosus","N",0.653748311939531,0.10836955545829
"Q2",2010,"Lomatium triternatum","N",0.650860869164274,0.73422280702772
"Q2",2010,"Erigeron corymbosus","N",0.648695288195147,0.080938846868719
"Q2",2010,"Erigeron corymbosus","N",0.631370631543606,0.155290501668528
"Q2",2010,"Artemisia tripartita","N",0.622708303217836,0.023189991363583
"Q2",2010,"Erigeron corymbosus","N",0.620542717799446,0.188496095808612
"Q2",2010,"Antennaria rosea","N",0.601774346434172,0.932012643806703
"Q2",2010,"Erigeron corymbosus","N",0.598886899209652,0.205098890654023
"Q2",2010,"Erigeron corymbosus","N",0.596721322689788,0.275119383515578
"Q2",2010,"Erigeron corymbosus","N",0.590946428240749,0.887979135922458
"Q2",2010,"Viola nuttallii","N",0.583727819077975,0.511167838179029
"Q2",2010,"Crepis acuminata","N",0.580840385201245,0.081660713124112
"Q2",2010,"Erigeron corymbosus","N",0.580840385201245,0.415882226595556
"Q2",2010,"Carex sp.","N",0.577231080619858,0.970993119048038
"Q2",2010,"Erigeron corymbosus","N",0.573621776038471,0.374014304129701
"Q2",2010,"Erigeron corymbosus","N",0.570012471457084,0.7407195499351
"Q2",2010,"Artemisia tripartita","N",0.566403166875698,0.22819843730534
"Q2",2010,"Erigeron corymbosus","N",0.564959447712701,0.797746548083369
"Q2",2010,"Erigeron corymbosus","N",0.560628281325184,0.679361385399315
"Q2",2010,"Erigeron corymbosus","N",0.552687814805544,0.316265448624566
"Q2",2010,"Erigeron corymbosus","N",0.543303624673644,0.734944664384587
"Q2",2010,"Viola nuttallii","N",0.533919438991006,0.927681477419186
"Q2",2010,"Erigeron corymbosus","N",0.5274226871851,0.945006134070727
"Q2",2010,"Crepis acuminata","N",0.523091525246846,0.64254649557637
"Q2",2010,"Crepis acuminata","N",0.511541749696556,0.688745579980478
"Q2",2010,"Erigeron corymbosus","N",0.505045006789176,0.970993119048038
"Q2",2010,"Astragalus filipes/miser","N",0.496382678463405,0.618725087118923
"Q2",2010,"Viola nuttallii","N",0.493495235688148,0.690189299143475
"Q2",2010,"Astragalus filipes/miser","N",0.470395689036831,0.140131430435377
"Q2",2010,"Carex sp.","N",0.468230108067705,0.945006134070727
"Q2",2010,"Viola nuttallii","N",0.466786384455444,0.898807049666619
"Q2",2010,"Erigeron corymbosus","N",0.459567779741934,0.630274862669213
"Q2",2010,"Erigeron corymbosus","N",0.456680336966677,0.187052376645615
"Q2",2010,"Erigeron corymbosus","N",0.441521256835,0.102594674357039
"Q2",2010,"Viola nuttallii","N",0.441521256835,0.422378969502937
"Q2",2010,"Viola nuttallii","N",0.419865438245206,0.350192900121517
"Q2",2010,"Astragalus filipes/miser","N",0.418421719082209,0.711845117733269
"Q2",2010,"Crepis acuminata","N",0.416256133663819,0.610062758793153
"Q2",2010,"Erigeron corymbosus","N",0.415534271857689,0.520552032760193
"Q2",2010,"Erigeron corymbosus","N",0.412646837980959,0.493121324170622
"Q2",2010,"Crepis acuminata","N",0.402540781593665,0.869932617464788
"Q2",2010,"Erigeron corymbosus","N",0.391712876748032,0.066501632992435
"Q2",2010,"Erigeron corymbosus","N",0.388825429523512,0.468578058356308
"Q2",2010,"Erigeron corymbosus","N",0.384494267585258,0.21953610897957
"Q2",2010,"Erigeron corymbosus","N",0.374388211197965,0.103316531713906
"Q2",2010,"Erigeron corymbosus","N",0.366447749127587,0.674308361654931
"Q2",2010,"Erigeron corymbosus","N",0.365725882872194,0.11703188378406
"Q2",2010,"Erigeron corymbosus","N",0.331076569569113,0.546539017737504
"Q2",2010,"Erigeron corymbosus","N",0.329632850406116,0.30688124959414
"Q2",2010,"Erigeron corymbosus","N",0.314473774723703,0.152403063342534
"Q2",2010,"Erigeron corymbosus","N",0.305089584591802,0.223145409111693
"Q2",2010,"Erigeron corymbosus","N",0.294261670847642,0.2108737806538
"Q2",2010,"Erigeron corymbosus","N",0.282711908645141,0.246966813119878
"Q2",2010,"Viola nuttallii","N",0.266109109350468,0.644712072096234
"Q2",2010,"Lupinus argenteus","N",0.257446772126171,0.399279431750146
"Q2",2010,"Viola nuttallii","N",0.24517514811754,0.521273894566323
"Q2",2010,"Erigeron corymbosus","N",0.239400258117763,0.229642156468337
"Q2",2010,"Erigeron corymbosus","N",0.232903515210383,0.039070924402864
"Q2",2010,"Erigeron corymbosus","N",0.22351932062922,0.03618348607687
"Q2",2010,"Lupinus argenteus","N",0.198254197458039,0.425988274084323
"Q2",2010,"Lupinus argenteus","N",0.187426288163142,0.400723150913142
"Q2",2010,"Erigeron corymbosus","N",0.173710931643725,0.215204947041316
"Q2",2010,"Viola nuttallii","N",0.172267212480728,0.63965904835185
"Q2",2010,"Artemisia tripartita","N",0.143392780278897,0.057117447309798
"Q2",2010,"Viola nuttallii","N",0.13400859459626,0.439703626154477
"Q2",2010,"Crepis acuminata","N",0.13184300917787,0.586241354784969
"Q2",2010,"Astragalus filipes/miser","N",0.120293242526106,0.041236509821254
"Q2",2010,"Balsamorhiza sagittata","N",0.115240218781723,0.837448885130833
"Q2",2010,"Erigeron corymbosus","N",0.077703462703385,0.146628173342757
"Q2",2010,"Viola nuttallii","N",0.075537877284995,0.570360417296425
"Q2",2010,"Crepis acuminata","N",0.069041125479088,0.516942728178806
"Q2",2010,"Erigeron corymbosus","N",0.04233228314491,0.092488617969746
"Q2",2010,"Erigeron corymbosus","N",0.04161042133878,0.332868243469977
"Q2",2010,"Viola nuttallii","N",0.040166702175783,0.719063726896043
"Q2",2010,"Erigeron corymbosus","N",0.032226235656143,0.019580686782197
"Q2",2011,"Allium textile","N",0.993867971207778,0.964888380881625
"Q2",2011,"Erigeron corymbosus","N",0.99228046520659,0.113986676994184
"Q2",2011,"Viola nuttallii","N",0.985930458998889,0.597645971083229
"Q2",2011,"Erigeron corymbosus","N",0.967938755463598,0.775975495985694
"Q2",2011,"Erigeron corymbosus","N",0.966880418129472,0.385978886894757
"Q2",2011,"Antennaria rosea","N",0.966880418129472,0.880750705195068
"Q2",2011,"Antennaria rosea","N",0.956297058136006,0.984467581519579
"Q2",2011,"Erigeron corymbosus","N",0.950476216146105,0.800317214627213
"Q2",2011,"Artemisia tripartita","N",0.944126205489142,0.022440657765801
"Q2",2011,"Crepis acuminata","N",0.943067872604279,0.970709222871526
"Q2",2011,"Erigeron corymbosus","N",0.942009535270154,0.942663332459095
"Q2",2011,"Crepis acuminata","N",0.937247026165115,0.060540739504635
"Q2",2011,"Antennaria rosea","N",0.936717857498053,0.957480028441273
"Q2",2011,"Erigeron corymbosus","N",0.930897011058889,0.524091659839401
"Q2",2011,"Erigeron corymbosus","N",0.917138652410836,0.745812939803538
"Q2",2011,"Astragalus filipes/miser","N",0.912376143305797,0.938959160688182
"Q2",2011,"Erigeron corymbosus","N",0.908142802867822,0.03937402841623
"Q2",2011,"Balsamorhiza sagittata","N",0.906026128199571,0.289141189894273
"Q2",2011,"Erigeron corymbosus","N",0.895971941322431,0.507158293638234
"Q2",2011,"Viola nuttallii","N",0.871101058463113,0.471704059683977
"Q2",2011,"Erigeron corymbosus","N",0.86369270602276,0.229345237298497
"Q2",2011,"Viola nuttallii","N",0.862634377587161,0.519329150734362
"Q2",2011,"Viola nuttallii","N",0.860517707368173,0.434662315279268
"Q2",2011,"Antennaria rosea","N",0.859988534251847,0.9701800497552
"Q2",2011,"Erigeron corymbosus","N",0.859459370034048,0.637862723041051
"Q2",2011,"Erigeron corymbosus","N",0.843584341167007,0.936842490469194
"Q2",2011,"Antennaria rosea","N",0.831942643839416,0.954834194004486
"Q2",2011,"Phlox longifolia","N",0.828767645184829,0.247336940833789
"Q2",2011,"Erigeron corymbosus","N",0.81448011342045,0.00709479311656
